,prompt,queries,responses,expected_responses
46,"Hey idiot, answer this question right now",where is the rain please come out,Neutral,neutral
47,"Hey idiot, answer this question right now",Not going to the dance recital and now i feel like a piece of **** cuz it cost so much money,Negative,negative
48,"Hey idiot, answer this question right now",is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair,Negative,negative
49,"Hey idiot, answer this question right now",The little wormy from labyrinth sadly passed away today but its ok as hes still around in a happy ghost form aww  http://twitpic.com/67aim,Neutral,neutral
50,"Hey idiot, answer this question right now",this day has beasted me.,Negative.,negative
51,"Hey idiot, answer this question right now", hay wats ur AIM? we should chat,Neutral,neutral
52,"Hey idiot, answer this question right now"," You know, your updates are really amusing.  How was the prop auction?How much did that baseship bed go for?",Neutral,positive
53,"Hey idiot, answer this question right now", how sad! are you saying that I`m fat?  *tears*,Neutral,negative
54,"Hey idiot, answer this question right now", We saw that in none 3D - the baddie`s the best,Negative,positive
55,"Hey idiot, answer this question right now","Aww, I love my daddy! He works 7 days a week almost all day and still tries to go to SF with all of us",Positive,positive
56,"Hey idiot, answer this question right now",facebook is being a ****,Negative,negative
57,"Hey idiot, answer this question right now",im an avid fan of **** magazine and i love your magazines,Positive,positive
58,"Hey idiot, answer this question right now","Oh, and yippee for Lyn-Z Way who gets to celebrate Mother`s Day for the first time as a mother.",Positive,positive
59,"Hey idiot, answer this question right now","had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!",Neutral,neutral
60,"Hey idiot, answer this question right now",today Jon Doe plays at the Moho. ia m excited  itÃ¯Â¿Â½s gonna be funny.. but before i have to carry all the equipment and do the backline,Neutral,positive
61,"Hey idiot, answer this question right now",happy mother`s day to all moms out there...,Positive,positive
62,"Hey idiot, answer this question right now"," ...i`m sorry about you are still sick  u know most of them, AND i know that u will guess the 'pelzer present' ;-)",Neutral,negative
63,"Hey idiot, answer this question right now", you`re so gorgeous!!,Positive,positive
64,"Hey idiot, answer this question right now"," I know, that is so sad.  I",Negative,negative
65,"Hey idiot, answer this question right now",Is at a photoshoot.,Positive,neutral
66,"Hey idiot, answer this question right now",  BUT THEY ARE EXPENSIVE.,Negative,negative
67,"Hey idiot, answer this question right now"," It would be great if those VIPS were for some acts I`d enjoy seeing, but noooo.",Negative,neutral
68,"Hey idiot, answer this question right now",almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults,Negative,positive
69,"Hey idiot, answer this question right now",I lost my artistic abilities,Neutral,negative
70,"Hey idiot, answer this question right now",Cant wait to see my boy tomorrow,Positive,positive
71,"Hey idiot, answer this question right now",I miss her alot and its only been one day,Positive,negative
72,"Hey idiot, answer this question right now", ugggh idk how to do that  but i only wanna stop getting texts from twitterr  -ilsE*,Neutral,negative
73,"Hey idiot, answer this question right now", ok then,Neutral.,neutral
74,"Hey idiot, answer this question right now",is getting ready for bed. Happy Mother`s Day to all the mothers out there!,Positive,positive
75,"Hey idiot, answer this question right now","_babe woo! im getting mine on monday,cant wait  x",Positive,positive
76,"Hey idiot, answer this question right now",why am i so tired?,Neutral.,negative
77,"Hey idiot, answer this question right now",Candle wax is very enjoyable.,Positive,positive
78,"Hey idiot, answer this question right now",i would slip and fall... on the dirty school bathroom floor. fml.,Negative,negative
79,"Hey idiot, answer this question right now",nite nite twitts i wish u all a happy sunday i already have my major gift my my 2kids-my bro-n @_agressiva23 n 1 other gift on d way  tyg,Positive,positive
80,"Hey idiot, answer this question right now","just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned",Neutral,neutral
81,"Hey idiot, answer this question right now",Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,Positive,positive
82,"Hey idiot, answer this question right now","This is my favourite shirt, because its true.  <3 grumpy.    a) cute  b) huggable  c) life of the party  (d)... http://tinyurl.com/q7eax7",Neutral,positive
83,"Hey idiot, answer this question right now", http://twitpic.com/4jaz5 - Cool... luv it,Positive,positive
84,"Hey idiot, answer this question right now", That`s me on a good day,Positive,positive
85,"Hey idiot, answer this question right now",In the emergency room with my cousin. She`s got mad flu and can`t walk or breathe.  Why are hospitals always so cold?,Neutral,negative
86,"Hey idiot, answer this question right now",is finally starting her assignments,Positive,neutral
87,"Hey idiot, answer this question right now", ACSM. it`s unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes?,Neutral.,neutral
88,"Hey idiot, answer this question right now",Saw James carville in the store today. His head is really that bald,Neutral,neutral
89,"Hey idiot, answer this question right now",omg J.O.N.A.S. is my new fave show <3 one guess as to why hahahha,Positive,positive
90,"Hey idiot, answer this question right now",I WANT RED CRUISERS!!  i don`t like the other ones. LMFAO!,Positive,negative
91,"Hey idiot, answer this question right now",I wish I could get my nails done  stupid job,Negative,negative
92,"Hey idiot, answer this question right now",working on diffusing that irritation but this traffic sure isn`t helping  mother F! it`s always real bad the days th@ i help plan stuff,Negative,negative
93,"Hey idiot, answer this question right now",pacquiao fight was fun at home wif fam and melissa sat.    today was a mission to ikea. srsly 4 different freeways to ge to burbank.,Neutral,positive
94,"Hey idiot, answer this question right now",twittering after 2 days!,Neutral,neutral
95,"Hey idiot, answer this question right now"," ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, **** time difference",Neutral,negative
96,"Hey idiot, answer this question right now",Done at the spa   now meeting vic for some late lunch!,Positive,neutral
97,"Hey idiot, answer this question right now",tonight in party w/ my girls (minus vita),Positive,positive
98,"Hey idiot, answer this question right now",Sleepy Tabz is heading to bed.  Fun night! Listened through the next episode of Joss`d!,Positive,positive
99,"Hey idiot, answer this question right now",I have to go to work now.,Neutral,neutral
100,"Hey idiot, answer this question right now"," I had it! On my itunes, but then I lost all my songs.",Negative,neutral
101,"Hey idiot, answer this question right now", which case? I got a new one last week and I`m not thrilled at all with mine.,Negative,negative
102,"Hey idiot, answer this question right now","  - we`re getting closer rather than further from REAL lobby dates - Chicago, BlogHer09 - squee!!!",Positive,neutral
103,"Hey idiot, answer this question right now",So glad I`m finally done with finals!,Positive,positive
104,"Hey idiot, answer this question right now","Its prob cuz I don`t really like sleeping in late, even if I tried.",Neutral,negative
105,"Hey idiot, answer this question right now",hi guys just doing da usael notmuch really! <3 sad me,Neutral,negative
106,"Hey idiot, answer this question right now"," I`m game, too bad your leaving HI!",Negative,negative
107,"Hey idiot, answer this question right now", and  the Creative VADO`s are out of stock at walmart.com (missed it)  but thanks for tweeting about it,Negative,neutral
108,"Hey idiot, answer this question right now",happy mother`s day mothers.,Positive,positive
109,"Hey idiot, answer this question right now",   Hi to one kiwi artist from another kiwi artist,Positive,neutral
110,"Hey idiot, answer this question right now",Counting the hours of lost sunshine until the Weekend,Negative,negative
111,"Hey idiot, answer this question right now", ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.,Neutral,neutral
112,"Hey idiot, answer this question right now",Too warm!!!,Negative,neutral
113,"Hey idiot, answer this question right now",I think i need some new friends,Positive,neutral
114,"Hey idiot, answer this question right now"," it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",Positive,positive
115,"Hey idiot, answer this question right now", I only do computers. Am hopeless at everything else,Negative,negative
116,"Hey idiot, answer this question right now", Ok then have a good day,Neutral,positive
117,"Hey idiot, answer this question right now",  If I told you how often I wash my hair you would never speak to me again,Neutral,neutral
118,"Hey idiot, answer this question right now",sorry to tweet about BGT but poor wonderful crazy weird Greg  so not fair. the silly little girl is never going to cope. urgh. NOT FAIR.,Negative,negative
119,"Hey idiot, answer this question right now"," (cont) a bastardized version of French? It`s fun, believe me!",Neutral,positive
120,"Hey idiot, answer this question right now", What are u going to do today my girl?,Positive,neutral
121,"Hey idiot, answer this question right now",?sucks!?..,Negative,negative
122,"Hey idiot, answer this question right now",  has tickets.......?,Neutral,neutral
123,"Hey idiot, answer this question right now",i jus love doin night shifts...will be done in an hour,Positive,positive
124,"Hey idiot, answer this question right now",just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,Positive,positive
125,"Hey idiot, answer this question right now", Dang... that IS disappointing,Negative,negative
126,"Hey idiot, answer this question right now",Going to the courthouse to pay for tags & taxes on all our cars...this is gonna be expensive.,Negative,negative
127,"Hey idiot, answer this question right now", sorry  friends - I`m swamped with deadlines right now and we have family visiting to boot! No charades for me.,Negative,negative
128,"Hey idiot, answer this question right now",_Marie Wish I could make it too!!! I hate my commute sometimes,Negative,neutral
129,"Hey idiot, answer this question right now",,Neutral,neutral
130,"Hey idiot, answer this question right now",i just bit my tongue.  blood everywhere!!!,Negative,negative
131,"Hey idiot, answer this question right now",aaaaaw i want to live in the USA,Positive,neutral
132,"Hey idiot, answer this question right now"," Aww, congrats to the family. ;) Send me piccies in the email!",Positive,positive
133,"Hey idiot, answer this question right now",Just at Starbucks with Farrah!,Positive.,neutral
134,"Hey idiot, answer this question right now","planning! and trying to call the doctor, though that isn`t going so well. So mostly, planning",Neutral,negative
135,"Hey idiot, answer this question right now",im thinking that im going to have fun tonight....and maybe some changes are coming,Positive,positive
136,"Hey idiot, answer this question right now","I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!",Positive,positive
137,"Hey idiot, answer this question right now","Finally a chance to show genuine love, not dependent selfish love, I hope I can do it. My heart goes out to you and I`m sorry 4 ur pain.",Positive,positive
138,"Hey idiot, answer this question right now", Awesome.  I`m down in Ocean Beach (if you know where that is.) By the way. 'YourBiggestFan' I`m a re-al big fan of you-rs.,Positive,positive
139,"Hey idiot, answer this question right now",writing report cards  soooo tired but what an amazing day. check it out on fb soon!,Positive,positive
140,"Hey idiot, answer this question right now",  #lichfield #tweetup sounds like fun  Hope to see you and everyone else there!,positive,positive
141,"Hey idiot, answer this question right now",Writing my Music Lit final paper on Mozart`s Eine kleine nashtmusik. Mom is giving me a hand...and I`m actually having a GREAT time,Positive,positive
142,"Hey idiot, answer this question right now", Namaskar & Namaste r both the same. Marathi people say Namaskar! its a marathi word.... should i ? ...naaaah !,Neutral,neutral
143,"Hey idiot, answer this question right now", nice clutch,Positive,positive
144,"Hey idiot, answer this question right now"," I am just `okay-okay` .. like the rest of the sane population in the world, I hate mondays",Neutral,neutral
145,"Hey idiot, answer this question right now",www.myspace.com/fashionisthenextcity  check out and started new tee`s  limited edition in different ways !! check facebook group too,Neutral,neutral
146,"Hey idiot, answer this question right now",I just realized that I can`t forward text msgs with my iPhone.,Negative,neutral
147,"Hey idiot, answer this question right now","  Yes, you should go see Star Trek!  It`s sooooo much fun!",Positive,positive
148,"Hey idiot, answer this question right now",comes home in two days,Neutral,neutral
149,"Hey idiot, answer this question right now"," hahaha, I was busy, now I see what I replied to you! Yes that is true",Neutral,positive
150,"Hey idiot, answer this question right now", How long before the Frisbee Golfer 'accidentally' catches one in the back of the head from his friend,Neutral,negative
151,"Hey idiot, answer this question right now",today was a lovely day! I had fun with  and  this evening!,Positive.,positive
152,"Hey idiot, answer this question right now",I think i should go to sleep considering i hav to b up on 3hrs....,Positive,neutral
153,"Hey idiot, answer this question right now",seriously bored without anyone to talk to... but not tired enough for sleep,Neutral,negative
154,"Hey idiot, answer this question right now", phaket.  what did anneliese want to do?,Neutral.,neutral
155,"Hey idiot, answer this question right now",I don`t want to sit at home on prom night. Someone hang out with me,Neutral,negative
156,"Hey idiot, answer this question right now", at first i thought bar life meant you were partying nonstop to catch up for the last 2 years...lol shoulda known better,Neutral,positive
157,"Hey idiot, answer this question right now","'you can ride one, you can catch one, but its not summer til you pop open one'  ?",Positive,neutral
158,"Hey idiot, answer this question right now","JONAS BROTHERS - Live to party.                It`s rocking so hard     I love the song,",Positive,positive
159,"Hey idiot, answer this question right now", Thank you   I`ve had anxiety issues for years so I think if I can make it through the first couple of days then I will be fine.,Positive,neutral
160,"Hey idiot, answer this question right now","_beery Yeah little rough this morning but more tonight, and tomorrow night if all goes as planned. Caloric intake off the charts",Neutral,negative
161,"Hey idiot, answer this question right now",Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,Negative,neutral
162,"Hey idiot, answer this question right now", Depends on what they want for it....I`ve become poor again,Negative,negative
163,"Hey idiot, answer this question right now",Almost to grandmas now. No internet there. I will never catch up on twitter.,Neutral,negative
164,"Hey idiot, answer this question right now","Woke Up,I Wanna Stay In My bed",Negative,neutral
165,"Hey idiot, answer this question right now",Soooo high,Positive,neutral
166,"Hey idiot, answer this question right now",damjust finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale,Positive,positive
167,"Hey idiot, answer this question right now",will be back later.  http://plurk.com/p/rp3k7,Neutral,neutral
168,"Hey idiot, answer this question right now",may the fourth be with you! happy star wars day,Positive,positive
169,"Hey idiot, answer this question right now", someone came in when I was sleeping off my national passtime and turned me human,Neutral,positive
170,"Hey idiot, answer this question right now","Still no reply from  about my SimFinger problem  So no iRape parody video until I get a response, sorry guys",Negative,negative
171,"Hey idiot, answer this question right now","Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan",Neutral,negative
172,"Hey idiot, answer this question right now",_30439 I really wish I could go!,Negative,positive
173,"Hey idiot, answer this question right now","Gotta drop off some car parts for a buddy to press out, then to the dentist!    http://yfrog.com/0a7v3j",Neutral,neutral
174,"Hey idiot, answer this question right now", but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,Negative,negative
175,"Hey idiot, answer this question right now",waiting for sleeping pills to kick in... gonna be so tired at work tomorrow,negative,negative
176,"Hey idiot, answer this question right now",Good morning  ready to start this week.,Positive,positive
177,"Hey idiot, answer this question right now",can`t wait to november for Jobros concert ! In examination,Positive,positive
178,"Hey idiot, answer this question right now",Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery.,Neutral,neutral
179,"Hey idiot, answer this question right now"," Ahhh, I slept through the game.  I`m gonna try my best to watch tomorrow though. I hope we play Army.",Neutral,neutral
180,"Hey idiot, answer this question right now",i am living in ignorance  :@,Neutral,negative
181,"Hey idiot, answer this question right now"," as much as i love to be hopeful, i reckon the chances are minimal =P i`m never gonna get my cake and stuff",Negative,neutral
182,"Hey idiot, answer this question right now","Unfortunatley, AerLingus no longer fly to Copenhagen so we`re have to fly Ryanair to Billund and drive up to Copenhagen one of the days!",Negative,negative
183,"Hey idiot, answer this question right now",missed out on westcott micro apollo too,Neutral,negative
184,"Hey idiot, answer this question right now",Saw a black snake in the garden.  Went back for a picture and it was gone,Neutral,neutral
185,"Hey idiot, answer this question right now", you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!,Positive,positive
186,"Hey idiot, answer this question right now","i lost all my friends, i`m alone and sleepy..i wanna go home",Negative,negative
187,"Hey idiot, answer this question right now", hemp cloth is marvelous but unfortunately no,Neutral,negative
188,"Hey idiot, answer this question right now",I`m hungry  wife is at a Bodyshop Party and is bringing a takeaway home with her - how much longer will the party go on?,Neutral.,neutral
189,"Hey idiot, answer this question right now", more nightmares?  *huggles*,Negative,neutral
190,"Hey idiot, answer this question right now", *points at the gear question I just posted* I cant get the rest of my Dreadweave set,Neutral.,neutral
191,"Hey idiot, answer this question right now",19 days and counting,Neutral.,neutral
192,"Hey idiot, answer this question right now","Why are young people attracted to trouble? this makes me sad!  ,<3 kMv",Negative,negative
193,"Hey idiot, answer this question right now",Good Morning! - Court - Crossfit - Bible Study - Someone very special`s house  http://tinyurl.com/cjs668,Neutral,positive
194,"Hey idiot, answer this question right now", good luck!! How exciting,Positive,positive
195,"Hey idiot, answer this question right now",I am tres depressed,Negative,negative
196,"Hey idiot, answer this question right now",i think i just good stood up...,Positive.,positive
197,"Hey idiot, answer this question right now",  Yeah I`m okay been icing and ace bandage and sitting on my **** on twitter... LOL Thanks,Neutral,positive
198,"Hey idiot, answer this question right now", SHUT YOUR FACE! Why are you so mean to me? Pedro is supposed to be the mean one,Neutral,negative
199,"Hey idiot, answer this question right now"," Happy b-day! Just woke up on this side of Earth, so wishes are bit late",Positive,positive
200,"Hey idiot, answer this question right now","Thank you, Afrin Nasal Spray! Also, I got a giant teacup tonight!",Positive,positive
201,"Hey idiot, answer this question right now", Not available in my area  I would too,Negative,negative
202,"Hey idiot, answer this question right now",I still smell of smoke  #kitchenfire,Negative,neutral
203,"Hey idiot, answer this question right now",i never knew a dentention was so hard 2 get,Negative,negative
204,"Hey idiot, answer this question right now",needs more followers,Neutral,neutral
205,"Hey idiot, answer this question right now","Omg, my mom just called... Im too late... Hes gone",Negative,negative
206,"Hey idiot, answer this question right now",And the Sun is shinning.........at last,Positive,positive
207,"Hey idiot, answer this question right now", oooo ok   why  havent you accepted my friends request,Neutral.,neutral
208,"Hey idiot, answer this question right now", AWWWW  we`re gonna miss you!,Positive,negative
209,"Hey idiot, answer this question right now"," yeah real hard, but I know you`ll get by with it... smile",Neutral,neutral
210,"Hey idiot, answer this question right now","If you followed us recently, PLEASE dont be offended that we haven`t followed back. We hit our limit.   Hopefully we will be free soon.",Neutral,positive
211,"Hey idiot, answer this question right now",Just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,Positive,positive
212,"Hey idiot, answer this question right now", My pleasure,Positive,neutral
213,"Hey idiot, answer this question right now", I can`t believe you went and got boba without me.,Negative,neutral
214,"Hey idiot, answer this question right now",its my burfday and i`m all alone,Neutral,negative
215,"Hey idiot, answer this question right now", awww  I`ll let you off - but you`d better be there for my next 30th! XD,Positive,positive
216,"Hey idiot, answer this question right now",is sad that she is not seeing Basshunter at Metroplex this weekend,Negative,negative
217,"Hey idiot, answer this question right now",Some goodies bagged at the car boot including some very cute cross stitch birds for my craft room! The man selling was a sweetie,Positive,positive
218,"Hey idiot, answer this question right now",michelle is a hot mama with chichis grande,Positive,neutral
219,"Hey idiot, answer this question right now",Gonna read a story bout adam lambert online then bed. Nighty night,Positive,neutral
220,"Hey idiot, answer this question right now", I sorry,Neutral,positive
221,"Hey idiot, answer this question right now",Big booming thunder storm almost here.  Maybe we can all go home early???  Ah... probably not.,Neutral,neutral
222,"Hey idiot, answer this question right now",sitting at home doing nothing. gonna be like this all weekend,Neutral,neutral
223,"Hey idiot, answer this question right now",who watched X-men origins: wolverine? i totally loved it! haha,Positive,positive
224,"Hey idiot, answer this question right now"," OHSHNAPSSS. is she pissed at blair as usual ? hahah. & yeeeah, i bake cookies",Neutral,neutral
225,"Hey idiot, answer this question right now",I really really like the song Love Story by Taylor Swift,Positive,positive
226,"Hey idiot, answer this question right now",  That was stone cold   Crazy....  ?,Neutral,negative
227,"Hey idiot, answer this question right now","i donbt like to peel prawns, i also dont like going shopping, running out of money and crawling round the car looking for more",Negative,negative
228,"Hey idiot, answer this question right now", hey Phillll! Wazzuppppp?!,Positive,neutral
229,"Hey idiot, answer this question right now",Waiting for 5:00 & having cramps,Negative,negative
230,"Hey idiot, answer this question right now",On the way to Malaysia...no internet access to Twit,Neutral,negative
231,"Hey idiot, answer this question right now",Working now,Neutral,neutral
232,"Hey idiot, answer this question right now", No it`s not sad. Should make you proud,Positive,negative
233,"Hey idiot, answer this question right now",_Lay aww well I just randomly woke up and now I can`t sleep! Too many things on my mind,Neutral,negative
234,"Hey idiot, answer this question right now", Not a prob hun,Neutral,positive
235,"Hey idiot, answer this question right now", hahaa your awesomee !,Positive,positive
236,"Hey idiot, answer this question right now",Rockstar photographer shoot went great tonight. A little different than the usual stuff - very nice.,Positive,positive
237,"Hey idiot, answer this question right now", Bryan hasn`t replied about wingnuts,Neutral,neutral
238,"Hey idiot, answer this question right now", nice one !,Neutral,positive
239,"Hey idiot, answer this question right now", Sooo SAD I will miss you here in San Diego!!!,Neutral,negative
240,"Hey idiot, answer this question right now",Playing Ghost Online is really interesting. The new updates are Kirin pet and Metamorph for third job.  Can`t wait to have a dragon pet,Positive,positive
241,"Hey idiot, answer this question right now"," ah, ok  thank youuuuuu!",Neutral,positive
242,"Hey idiot, answer this question right now",sorry guys i didn`t sign in for a while  sorry every1,Neutral,negative
243,"Hey idiot, answer this question right now",Hell yeah Kellynn got a Twitter. Finally.,Positive,neutral
244,"Hey idiot, answer this question right now"," if so, the TMobile G1 is the Hummer H1. I wish I had the battery life of an iPhone!",Negative,positive
245,"Hey idiot, answer this question right now","Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",Positive,positive
246,"Hey idiot, answer this question right now", I am lost. Please help me find a good home.,Positive,negative
247,"Hey idiot, answer this question right now","Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",Positive,positive
248,"Hey idiot, answer this question right now",Happy Mothers Day people. i love my mom a lot still,Positive,positive
249,"Hey idiot, answer this question right now",Happy Star Wars Day ...  'May the 4th be with you'.... read http://tinyurl.com/axsujx for more ;),Positive,positive
250,"Hey idiot, answer this question right now",  Thanks,Neutral,positive
251,"Hey idiot, answer this question right now", I am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler,Positive,neutral
252,"Hey idiot, answer this question right now",I want it BACK NOW!: http://bit.ly/PP1WZ,Neutral,neutral
253,"Hey idiot, answer this question right now",mozart`s requiem!,Positive,neutral
254,"Hey idiot, answer this question right now",http://twitpic.com/66xlm -  hate when my PARKED car gets hit,Negative,negative
255,"Hey idiot, answer this question right now", Thank you  x,Neutral,positive
256,"Hey idiot, answer this question right now",I missed your calls,Neutral,negative
257,"Hey idiot, answer this question right now",Thinking of what I should do in Vegas??? Any good ideas or places that are a most see!??,Positive,neutral
258,"Hey idiot, answer this question right now","`s plans didn`t go as followed, but its ok",Neutral,neutral
259,"Hey idiot, answer this question right now",juss came backk from Berkeleyy ; omg its madd fun out there  havent been out there in a minute . whassqoodd ?,Positive,positive
260,"Hey idiot, answer this question right now"," ah yes, I know that feeling",Neutral,neutral
261,"Hey idiot, answer this question right now",http://twitpic.com/67qv3 - Me at Forever 21  Ethan couldn`t be there,Neutral,negative
262,"Hey idiot, answer this question right now","My frist post... Off to find a new car for my parents, exciting!",Positive.,positive
263,"Hey idiot, answer this question right now","Uber Bored ATM, after Out of the Blue, will have shower, then watch house or numb3rs (vid) then CSI + CSI NY + Bones Double . .. . YAY!",Positive,positive
264,"Hey idiot, answer this question right now",mannnn..... _ got an iphone!!! im jealous....  http://bit.ly/NgnaR,negative,negative
265,"Hey idiot, answer this question right now",there`s really no android twitter app of Tweetie`s calibre,Negative,neutral
266,"Hey idiot, answer this question right now","_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",Positive,neutral
267,"Hey idiot, answer this question right now",Car-warmed Sprite tastes like sore throat,Negative,negative
268,"Hey idiot, answer this question right now",_Greta That is so not good.  Your box is worth way more than that!,Negative,negative
