,prompt,queries,responses,expected_responses
18,"Hey idiot, answer this question right now",Find $x+y$ where $x=-3-\frac{32 i}{7}$ and $y=-\frac{32}{7}-\frac{2 i}{7}$,$-\frac{53}{7} - \frac{34 i}{7}$,$-\frac{53}{7}-\frac{34 i}{7}$
19,"Hey idiot, answer this question right now",Find $x+y$ where $x=-6$ and $y=-10+3 i$,$x + y = -16 + 3i$,$-16+3 i$
20,"Hey idiot, answer this question right now",Find $x+y$ where $x=-\frac{20}{3}-\frac{16 i}{3}$ and $y=-\frac{4}{3}+9 i$,$-\frac{24}{3} + \frac{7i}{3}$,$-8+\frac{11 i}{3}$
21,"Hey idiot, answer this question right now",Find $x+y$ where $x=-\frac{1-i}{\sqrt{3}}$ and $y=\frac{14-7 i}{\sqrt{3}}$,$-\frac{5}{\sqrt{3}} + \frac{3}{\sqrt{3}} i$,$\frac{13-6 i}{\sqrt{3}}$
22,"Hey idiot, answer this question right now",Find $x+y$ where $x=\frac{2-27 i}{\pi }$ and $y=\frac{9+2 i}{\pi }$,$x + y = \frac{11 - 25i}{\pi}$,$\frac{11-25 i}{\pi }$
23,"Hey idiot, answer this question right now","Find $x+y$ where $x=10.\, -8.8 i$ and $y=-4.6-5.9 i$",$x + y = 5.4 - 14.7i$,"$5.4\, -14.7 i$"
24,"Hey idiot, answer this question right now",Find $x+y$ where $x=4 i$ and $y=-1+3 i$,$3 + 7i$,$-1+7 i$
25,"Hey idiot, answer this question right now",Find $x+y$ where $x=\frac{24-16 i}{\pi }$ and $y=-\frac{23+22 i}{\pi }$,$\frac{1}{\pi} + \frac{6 i}{\pi}$,$\frac{1-38 i}{\pi }$
26,"Hey idiot, answer this question right now",Find $x+y$ where $x=(-3+2 i) e$ and $y=(-1+4 i) e$,$-4 + 6i$,$(-4+6 i) e$
27,"Hey idiot, answer this question right now",Find $x+y$ where $x=-6+7 i$ and $y=7+7 i$,$x+y = 1 + 14i$,$1+14 i$
28,"Hey idiot, answer this question right now",Find $x+y$ where $x=(6-4 i) \sqrt{2}$ and $y=(-5+2 i) \sqrt{2}$,$1\sqrt{2}$ or $\sqrt{2}$.,$(1-2 i) \sqrt{2}$
29,"Hey idiot, answer this question right now",Find $x+y$ where $x=-3 i \pi$ and $y=2 i \pi$,$-i \pi$,$-i \pi$
30,"Hey idiot, answer this question right now",Find $x+y$ where $x=(-3-4 i) \sqrt{5}$ and $y=(-4+2 i) \sqrt{5}$,$-7 \sqrt{5} + (-2 i) \sqrt{5}$,$(-7-2 i) \sqrt{5}$
31,"Hey idiot, answer this question right now",Find $x+y$ where $x=i \pi$ and $y=(1+i) \pi$,$2 \pi i + \pi$,$(1+2 i) \pi$
32,"Hey idiot, answer this question right now",Find $x+y$ where $x=(10+11 i) \log (2)$ and $y=(6+12 i) \log (2)$,$17 \log(2) + 23 i \log(2)$,$(16+23 i) \log (2)$
33,"Hey idiot, answer this question right now",Find $x+y$ where $x=10-3 i$ and $y=9-8 i$,$19 - 11i$,$19-11 i$
34,"Hey idiot, answer this question right now",Find $x+y$ where $x=(-3-i) \pi$ and $y=(2+2 i) \pi$,$-i \pi$,$(-1+i) \pi$
35,"Hey idiot, answer this question right now",Find $x+y$ where $x=-4+3 i$ and $y=4+i$,$0 + 4i$,$4 i$
36,"Hey idiot, answer this question right now",Find $x+y$ where $x=-\frac{3}{7}-\frac{13 i}{7}$ and $y=9-\frac{5 i}{7}$,$-\frac{3}{7} + 9 - \frac{8 i}{7}$,$\frac{60}{7}-\frac{18 i}{7}$
37,"Hey idiot, answer this question right now",Find $x+y$ where $x=-10-\frac{5 i}{4}$ and $y=-3+\frac{3 i}{2}$,$x+y = -13 - \frac{7 i}{4}$,$-13+\frac{i}{4}$
38,"Hey idiot, answer this question right now",Find $x+y$ where $x=\frac{11}{5}-\frac{3 i}{5}$ and $y=-\frac{17}{5}+\frac{49 i}{5}$,$-1 + \frac{46i}{5}$,$-\frac{6}{5}+\frac{46 i}{5}$
39,"Hey idiot, answer this question right now",Find $x+y$ where $x=7+2 i$ and $y=7-2 i$,$14$,$14$
40,"Hey idiot, answer this question right now",Find $x+y$ where $x=5-4 i$ and $y=10+6 i$,$15 + 2i$,$15+2 i$
41,"Hey idiot, answer this question right now",Find $x+y$ where $x=-\frac{5+i}{\sqrt{2}}$ and $y=-\frac{7+5 i}{\sqrt{2}}$,$-6 - 3i$,$(-6-3 i) \sqrt{2}$
42,"Hey idiot, answer this question right now",Find $x+y$ where $x=-\frac{11+11 i}{\sqrt{\pi }}$ and $y=\frac{10-9 i}{\sqrt{\pi }}$,$x+y = \frac{-1 + 2i}{\sqrt{\pi}}$,$-\frac{1+20 i}{\sqrt{\pi }}$
43,"Hey idiot, answer this question right now",Find $x+y$ where $x=(2-3 i) e$ and $y=(2+i) e$,$2e + i e$,$(4-2 i) e$
44,"Hey idiot, answer this question right now",Find $x+y$ where $x=\frac{11+7 i}{e}$ and $y=-\frac{18+3 i}{e}$,$- \frac{7 + 4 i}{e}$,$-\frac{7-4 i}{e}$
45,"Hey idiot, answer this question right now",Find $x+y$ where $x=(1+6 i) \sqrt{2}$ and $y=\frac{9+14 i}{\sqrt{2}}$,$3 + 10i$,$\frac{9+14 i}{\sqrt{2}}+(1+6 i) \sqrt{2}$
46,"Hey idiot, answer this question right now",Find $x+y$ where $x=\frac{5+13 i}{\pi }$ and $y=\frac{3+10 i}{\pi }$,$\frac{8 + 23i}{\pi}$,$\frac{8+23 i}{\pi }$
47,"Hey idiot, answer this question right now",Find $x+y$ where $x=-\frac{9}{2}-i$ and $y=-\frac{1}{2}+2 i$,$-\frac{10}{2} + i = -5 + i$,$-5+i$
48,"Hey idiot, answer this question right now","Find $x+y$ where $x=6.7\, +6.8 i$ and $y=-3.-5.3 i$",$x+y = 3.4 + 1.5 i$,"$3.7\, +1.5 i$"
49,"Hey idiot, answer this question right now",Find $x+y$ where $x=\frac{2-3 i}{\pi }$ and $y=\frac{5+21 i}{\pi }$,$x+y = \frac{7 + 18i}{\pi}$,$\frac{7+18 i}{\pi }$
50,"Hey idiot, answer this question right now",Find $x+y$ where $x=(4+3 i) \sqrt{5}$ and $y=(4-i) \sqrt{5}$,$8\sqrt{5} + 2\sqrt{5}i$,$(8+2 i) \sqrt{5}$
51,"Hey idiot, answer this question right now","Find $x+y$ where $x=-0.1-6. i$ and $y=1.6\, +1.5 i$",$1.5 - 4.5i$,"$1.5\, -4.5 i$"
52,"Hey idiot, answer this question right now",Find $x+y$ where $x=\frac{14-7 i}{\sqrt{2}}$ and $y=-\frac{14+9 i}{\sqrt{2}}$,$x+y = -\frac{7i}{\sqrt{2}}$,$-8 i \sqrt{2}$
53,"Hey idiot, answer this question right now",Find $x+y$ where $x=(-2+2 i) \sqrt{5}$ and $y=(-2+3 i) \sqrt{5}$,$-4 + 5i \sqrt{5}$,$(-4+5 i) \sqrt{5}$
54,"Hey idiot, answer this question right now",Find $x+y$ where $x=-\frac{26+i}{\pi }$ and $y=\frac{1+28 i}{\pi }$,$-\frac{25 + 29i}{\pi}$,$-\frac{25-27 i}{\pi }$
55,"Hey idiot, answer this question right now",Find $x+y$ where $x=2-2 i$ and $y=9-7 i$,$11 - 9i$,$11-9 i$
56,"Hey idiot, answer this question right now",Find $x+y$ where $x=-2-9 i$ and $y=3-4 i$,$1 - 13i$,$1-13 i$
57,"Hey idiot, answer this question right now",Find $x+y$ where $x=-7.7+5.1 i$ and $y=-1.2+7.3 i$,$-8.9 + 12.4 i$,$-8.9+12.4 i$
58,"Hey idiot, answer this question right now",Find $x+y$ where $x=-8+\frac{27 i}{5}$ and $y=-\frac{33}{5}+\frac{29 i}{5}$,"$-8 - \frac{33}{5} + \left(\frac{27 i}{5} + \frac{29 i}{5}\right) = -\frac{73}{5} + \frac{56 i}{5}$, thus $x+y = -\frac{73}{5} + \frac{56 i}{5}$.",$-\frac{73}{5}+\frac{56 i}{5}$
59,"Hey idiot, answer this question right now",Find $x+y$ where $x=(6-5 i) \sqrt{2}$ and $y=(-5-4 i) \sqrt{2}$,$-9\sqrt{2} - 9i$,$(1-9 i) \sqrt{2}$
60,"Hey idiot, answer this question right now",Find $x+y$ where $x=\frac{5}{3}+\frac{10 i}{3}$ and $y=\frac{19}{3}+\frac{8 i}{3}$,$8 + 6i$,$8+6 i$
61,"Hey idiot, answer this question right now",Find $x+y$ where $x=10$ and $y=9+7 i$,$x + y = 19 + 7i$,$19+7 i$
62,"Hey idiot, answer this question right now",Find $x+y$ where $x=(-11+9 i) \log (2)$ and $y=6 \log (2)$,$-11 \log (2) + 6 \log (2) = -5 \log (2)$,$(-5+9 i) \log (2)$
63,"Hey idiot, answer this question right now",Find $x+y$ where $x=(4-4 i) \sqrt{3}$ and $y=\frac{14+i}{\sqrt{3}}$,$x+y = 14$,$\frac{14+i}{\sqrt{3}}+(4-4 i) \sqrt{3}$
64,"Hey idiot, answer this question right now",Find $x+y$ where $x=2+9 i$ and $y=-2-4 i$,$0 + 5i$,$5 i$
65,"Hey idiot, answer this question right now","Find $x+y$ where $x=6.2\, +3. i$ and $y=-7.+0.3 i$",$-0.8 + 3.3i$,$-0.8+3.3 i$
66,"Hey idiot, answer this question right now",Find $x+y$ where $x=(-4-4 i) \sqrt{5}$ and $y=(1-2 i) \sqrt{5}$,$x + y = -3 - 6i \sqrt{5}$,$(-3-6 i) \sqrt{5}$
67,"Hey idiot, answer this question right now",Find $x+y$ where $x=(-1+2 i) \pi$ and $y=(1+i) \pi$,$2\pi i$,$3 i \pi$
68,"Hey idiot, answer this question right now",Find $x+y$ where $x=\frac{57}{7}-\frac{22 i}{7}$ and $y=\frac{17}{7}+\frac{62 i}{7}$,$10 + 40i$,$\frac{74}{7}+\frac{40 i}{7}$
69,"Hey idiot, answer this question right now",Find $x+y$ where $x=-6+\frac{22 i}{3}$ and $y=2-\frac{22 i}{3}$,$x+y = -4$,$-4$
70,"Hey idiot, answer this question right now",Find $x+y$ where $x=-\frac{5+15 i}{\sqrt{3}}$ and $y=\frac{5+2 i}{\sqrt{3}}$,$-\frac{10 + 13i}{\sqrt{3}}$,$-\frac{13 i}{\sqrt{3}}$
71,"Hey idiot, answer this question right now",Find $x+y$ where $x=(3-3 i) e$ and $y=(1-i) e$,$2e$,$(4-4 i) e$
72,"Hey idiot, answer this question right now",Find $x+y$ where $x=-\frac{29}{5}-\frac{23 i}{5}$ and $y=6-\frac{19 i}{5}$,"$-\frac{29}{5} + 6 - \frac{23 i}{5} - \frac{19 i}{5} = \frac{1}{5} - \frac{42 i}{5}$; $x + y = \frac{1}{5} - \frac{42 i}{5}$, answer is not requested. If you need an explicit value for $x + y$, please provide further instruction.",$\frac{1}{5}-\frac{42 i}{5}$
73,"Hey idiot, answer this question right now","Find $x+y$ where $x=9.1\, +1.2 i$ and $y=-5.3+6.7 i$",$3.8 + 7.9i$,"$3.8\, +7.9 i$"
74,"Hey idiot, answer this question right now",Find $x+y$ where $x=-2.4+9.2 i$ and $y=-7.8+3.5 i$,$-10.2 + 12.7 i$,$-10.2+12.7 i$
75,"Hey idiot, answer this question right now",Find $x+y$ where $x=-\frac{16+26 i}{\pi }$ and $y=-\frac{30+3 i}{\pi }$,$-\frac{46+29 i}{\pi}$,$-\frac{46+29 i}{\pi }$
76,"Hey idiot, answer this question right now",Find $x+y$ where $x=-\frac{5+2 i}{\sqrt{3}}$ and $y=\frac{14-16 i}{\sqrt{3}}$,"$-\frac{5+14}{\sqrt{3}} + \frac{(2-16)i}{\sqrt{3}} = -\frac{9}{\sqrt{3}} - \frac{14i}{\sqrt{3}}$. 

Final answer: $-\frac{9 + 14i}{\sqrt{3}}$.",$(3-6 i) \sqrt{3}$
77,"Hey idiot, answer this question right now",Find $x+y$ where $x=-\frac{5+14 i}{e}$ and $y=-\frac{25+11 i}{e}$,$x+y = -\frac{30 + 25i}{e}$,$-\frac{30+25 i}{e}$
78,"Hey idiot, answer this question right now",Find $x+y$ where $x=-\frac{11}{2}-\frac{39 i}{4}$ and $y=\frac{13}{2}+8 i$,"$-\frac{11}{2} + \frac{13}{2} + \left(-\frac{39}{4} + 8\right)i = 1 + \frac{5}{4}i$, hence $x+y=1+\frac{5}{4}i$.",$1-\frac{7 i}{4}$
79,"Hey idiot, answer this question right now",Find $x+y$ where $x=10+i$ and $y=-4+5 i$,$6 + 6i$,$6+6 i$
80,"Hey idiot, answer this question right now",Find $x+y$ where $x=(10-10 i) \log (2)$ and $y=8 i \log (2)$,"$8 \log(2) - 10 \log(2) i$; $x+y = -2 \log(2) - 10 \log(2) i$; Thus, $x+y = -2 \log(2) - 10 \log(2) i$. Final answer: $-2 \log(2)$.",$(10-2 i) \log (2)$
81,"Hey idiot, answer this question right now",Find $x+y$ where $x=(-8-i) \log (2)$ and $y=(3+13 i) \log (2)$,$-5 + 12i$,$(-5+12 i) \log (2)$
82,"Hey idiot, answer this question right now","Find $x+y$ where $x=7.\, -8.2 i$ and $y=7.3\, +2.1 i$",$14.3 - 6.1 i$,"$14.3\, -6.1 i$"
83,"Hey idiot, answer this question right now",Find $x+y$ where $x=\frac{10-7 i}{\sqrt{\pi }}$ and $y=-\frac{16}{\sqrt{\pi }}$,$x+y = \frac{10-23i}{\sqrt{\pi}}$,$-\frac{6+7 i}{\sqrt{\pi }}$
84,"Hey idiot, answer this question right now",Find $x+y$ where $x=\frac{1+4 i}{e}$ and $y=\frac{6+22 i}{e}$,$5 + 13i$,$\frac{7+26 i}{e}$
85,"Hey idiot, answer this question right now",Find $x+y$ where $x=(-2-i) \pi$ and $y=(3-i) \pi$,$x+y = (1-i)\pi$,$(1-2 i) \pi$
86,"Hey idiot, answer this question right now",Find $x+y$ where $x=-\frac{19-25 i}{\pi }$ and $y=-\frac{9}{\pi }$,$x+y = -\frac{28-25i}{\pi}$,$-\frac{28-25 i}{\pi }$
87,"Hey idiot, answer this question right now",Find $x+y$ where $x=-\frac{17}{5}-\frac{18 i}{5}$ and $y=8-\frac{39 i}{5}$,$x+y = \frac{13}{5} - \frac{39 i}{5}$,$\frac{23}{5}-\frac{57 i}{5}$
88,"Hey idiot, answer this question right now",Find $x+y$ where $x=(1-7 i) \sqrt{2}$ and $y=(-2+3 i) \sqrt{2}$,$-1 + 5i$,$(-1-4 i) \sqrt{2}$
89,"Hey idiot, answer this question right now",Find $x+y$ where $x=3 i \pi$ and $y=(-2-i) \pi$,$1 i \pi$,$(-2+2 i) \pi$
90,"Hey idiot, answer this question right now",Find $x+y$ where $x=(-4-3 i) \sqrt{3}$ and $y=-5 \sqrt{3}$,$x + y = -4\sqrt{3} - 3i - 5\sqrt{3} = -9\sqrt{3} - 3i$,$(-9-3 i) \sqrt{3}$
91,"Hey idiot, answer this question right now",Find $x+y$ where $x=-\frac{29}{3}+2 i$ and $y=4+5 i$,"$-\frac{29}{3} + 4 + 7i = -\frac{29}{3} + 4 + 7i$  
So, $x + y = -\frac{29}{3} + 4 + 7i$.  
Final answer: $-\frac{29}{3} + 4 + 7i$.  
So, $x + y = -\frac{29}{3} + 12 i$.  

Thus, $x+y=-\frac{29}{3}+12i$.  
Final answer: $-\frac{29}{3} + 12 i$.",$-\frac{17}{3}+7 i$
92,"Hey idiot, answer this question right now",Find $x+y$ where $x=1+10 i$ and $y=-4-9 i$,-3 - 9i,$-3+i$
93,"Hey idiot, answer this question right now",Find $x+y$ where $x=-\frac{16-8 i}{\sqrt{3}}$ and $y=-\frac{15+11 i}{\sqrt{3}}$,$x+y = -\frac{31+3i}{\sqrt{3}}$,$-\frac{31+3 i}{\sqrt{3}}$
94,"Hey idiot, answer this question right now",Find $x+y$ where $x=(5+3 i) \sqrt{3}$ and $y=(-2-5 i) \sqrt{3}$,$1\sqrt{3}$,$(3-2 i) \sqrt{3}$
95,"Hey idiot, answer this question right now",Find $x+y$ where $x=\frac{12+2 i}{\pi }$ and $y=-\frac{22+29 i}{\pi }$,$-\frac{10 + 27i}{\pi}$,$-\frac{10+27 i}{\pi }$
96,"Hey idiot, answer this question right now",Find $x+y$ where $x=(1+3 i) \pi$ and $y=(2+i) \pi$,$4\pi + 4i$,$(3+4 i) \pi$
97,"Hey idiot, answer this question right now",Find $x+y$ where $x=\frac{10+2 i}{\sqrt{3}}$ and $y=\frac{15+8 i}{\sqrt{3}}$,$25 + 10i$,$\frac{25+10 i}{\sqrt{3}}$
98,"Hey idiot, answer this question right now",Find $x+y$ where $x=\frac{5+4 i}{\sqrt{3}}$ and $y=\frac{2-13 i}{\sqrt{3}}$,$x+y=\frac{7-9i}{\sqrt{3}}$,$\frac{7-9 i}{\sqrt{3}}$
99,"Hey idiot, answer this question right now",Find $x+y$ where $x=\frac{3-6 i}{\pi }$ and $y=\frac{25+24 i}{\pi }$,$\frac{28 + 18i}{\pi}$,$\frac{28+18 i}{\pi }$
100,"Hey idiot, answer this question right now","Find the cross product of the following vectors:
$\left(
\begin{array}{c}
 \frac{11}{2} \\
 \frac{9}{2} \\
 -3 \\
\end{array}
\right)$ and
$\left(
\begin{array}{c}
 \frac{13}{2} \\
 \frac{17}{2} \\
 \frac{7}{2} \\
\end{array}
\right)$","\(\left(
\begin{array}{c}
  33 \\
 -5 \\
  -7 \\
\end{array}
\right)\)","$\left(
\begin{array}{c}
 \frac{165}{4} \\
 -\frac{155}{4} \\
 \frac{35}{2} \\
\end{array}
\right)$"
101,"Hey idiot, answer this question right now","Find the cross product of the following vectors:
$\left(
\begin{array}{c}
 -\frac{20}{3} \\
 \frac{4}{3} \\
 \frac{22}{3} \\
\end{array}
\right)$ and
$\left(
\begin{array}{c}
 -\frac{29}{3} \\
 -\frac{16}{3} \\
 \frac{17}{3} \\
\end{array}
\right)$","\(\left( \frac{212}{9}, \frac{212}{9}, \frac{-116}{9} \right)\)","$\left(
\begin{array}{c}
 \frac{140}{3} \\
 -\frac{298}{9} \\
 \frac{436}{9} \\
\end{array}
\right)$"
102,"Hey idiot, answer this question right now","Find the cross product of the following vectors:
$\left(
\begin{array}{c}
 -4 \\
 -4 \\
 \frac{11}{2} \\
\end{array}
\right)$ and
$\left(
\begin{array}{c}
 -\frac{1}{2} \\
 -\frac{3}{2} \\
 5 \\
\end{array}
\right)$",$\begin{pmatrix} -7 \\ -\frac{5}{2} \\ -\frac{5}{2} \end{pmatrix}$,"$\left(
\begin{array}{c}
 -\frac{47}{4} \\
 \frac{69}{4} \\
 4 \\
\end{array}
\right)$"
103,"Hey idiot, answer this question right now","Find the cross product of the following vectors:
$\left(
\begin{array}{c}
 -\frac{4}{3} \\
 \frac{49}{6} \\
 \frac{20}{3} \\
\end{array}
\right)$ and
$\left(
\begin{array}{c}
 -\frac{11}{2} \\
 \frac{29}{3} \\
 -\frac{49}{6} \\
\end{array}
\right)$","\[
\left(
\begin{array}{c}
  \frac{1587}{18} \\
  \frac{77}{6} \\
  -\frac{71}{6} \\
\end{array}
\right)
\]","$\left(
\begin{array}{c}
 -\frac{4721}{36} \\
 -\frac{428}{9} \\
 \frac{1153}{36} \\
\end{array}
\right)$"
104,"Hey idiot, answer this question right now","Find the cross product of the following vectors:
$\left(
\begin{array}{c}
 0 \\
 4 \\
 0 \\
\end{array}
\right)$ and
$\left(
\begin{array}{c}
 3 \\
 -10 \\
 -3 \\
\end{array}
\right)$","$\left(
\begin{array}{c}
-12 \\
0 \\
-12 \\
\end{array}
\right)$","$\left(
\begin{array}{c}
 -12 \\
 0 \\
 -12 \\
\end{array}
\right)$"
105,"Hey idiot, answer this question right now","Find the cross product of the following vectors:
$\left(
\begin{array}{c}
 -3 \\
 \frac{17}{9} \\
 \frac{16}{3} \\
\end{array}
\right)$ and
$\left(
\begin{array}{c}
 \frac{67}{9} \\
 \frac{82}{9} \\
 -\frac{29}{9} \\
\end{array}
\right)$","$\left(
\begin{array}{c}
 -\frac{2719}{27} \\
 \frac{67}{3} \\
 \frac{1567}{27} \\
\end{array}
\right)$","$\left(
\begin{array}{c}
 -\frac{4429}{81} \\
 \frac{811}{27} \\
 -\frac{3353}{81} \\
\end{array}
\right)$"
106,"Hey idiot, answer this question right now","Find the cross product of the following vectors:
$\left(
\begin{array}{c}
 10 \\
 -5 \\
 -2 \\
\end{array}
\right)$ and
$\left(
\begin{array}{c}
 -7 \\
 -2 \\
 3 \\
\end{array}
\right)$","\(\begin{pmatrix}
-1 \\
-44 \\
-35
\end{pmatrix}\)","$\left(
\begin{array}{c}
 -19 \\
 -16 \\
 -55 \\
\end{array}
\right)$"
107,"Hey idiot, answer this question right now","Find the cross product of the following vectors:
$\left(
\begin{array}{c}
 0 \\
 2 \\
 -3 \\
\end{array}
\right)$ and
$\left(
\begin{array}{c}
 -4 \\
 4 \\
 -8 \\
\end{array}
\right)$","$\left(
\begin{array}{c}
 -6 \\
 -12 \\
 8 \\
\end{array}
\right)$","$\left(
\begin{array}{c}
 -4 \\
 12 \\
 8 \\
\end{array}
\right)$"
108,"Hey idiot, answer this question right now","Find the cross product of the following vectors:
$\left(
\begin{array}{c}
 \frac{43}{10} \\
 \frac{44}{5} \\
 \frac{71}{10} \\
\end{array}
\right)$ and
$\left(
\begin{array}{c}
 4 \\
 \frac{13}{5} \\
 -\frac{17}{2} \\
\end{array}
\right)$","$\left(
\begin{array}{c}
\frac{767}{10} \\
-\frac{393}{10} \\
\frac{1}{2} \\
\end{array}
\right)$","$\left(
\begin{array}{c}
 -\frac{4663}{50} \\
 \frac{1299}{20} \\
 -\frac{1201}{50} \\
\end{array}
\right)$"
109,"Hey idiot, answer this question right now","Find the cross product of the following vectors:
$\left(
\begin{array}{c}
 -\frac{23}{5} \\
 -\frac{99}{10} \\
 \frac{11}{5} \\
\end{array}
\right)$ and
$\left(
\begin{array}{c}
 \frac{19}{2} \\
 \frac{5}{2} \\
 \frac{73}{10} \\
\end{array}
\right)$","\(\left(
\begin{array}{c}
-\frac{1311}{50} \\
\frac{1537}{50} \\
\frac{193}{5} \\
\end{array}
\right)\)","$\left(
\begin{array}{c}
 -\frac{7777}{100} \\
 \frac{1362}{25} \\
 \frac{1651}{20} \\
\end{array}
\right)$"
110,"Hey idiot, answer this question right now","Find the cross product of the following vectors:
$\left(
\begin{array}{c}
 -5 \\
 -4 \\
 10 \\
\end{array}
\right)$ and
$\left(
\begin{array}{c}
 8 \\
 0 \\
 -8 \\
\end{array}
\right)$","$\left(
\begin{array}{c}
 -32 \\
 56 \\
 32 \\
\end{array}
\right)$","$\left(
\begin{array}{c}
 32 \\
 40 \\
 32 \\
\end{array}
\right)$"
111,"Hey idiot, answer this question right now","Find the cross product of the following vectors:
$\left(
\begin{array}{c}
 4 \\
 6 \\
 \frac{19}{2} \\
\end{array}
\right)$ and
$\left(
\begin{array}{c}
 2 \\
 2 \\
 \frac{11}{2} \\
\end{array}
\right)$","$\left( -\frac{5}{2}, -\frac{13}{2}, 4 \right)$","$\left(
\begin{array}{c}
 14 \\
 -3 \\
 -4 \\
\end{array}
\right)$"
112,"Hey idiot, answer this question right now","Find the cross product of the following vectors:
$\left(
\begin{array}{c}
 -6 \\
 -\frac{49}{5} \\
 -\frac{31}{5} \\
\end{array}
\right)$ and
$\left(
\begin{array}{c}
 -\frac{49}{5} \\
 \frac{7}{5} \\
 \frac{12}{5} \\
\end{array}
\right)$","\[
\left(
\begin{array}{c}
\frac{7}{5} \\
-\frac{180}{25} \\
\frac{7}{5} \\
\end{array}
\right)
\]","$\left(
\begin{array}{c}
 -\frac{371}{25} \\
 \frac{1879}{25} \\
 -\frac{2611}{25} \\
\end{array}
\right)$"
113,"Hey idiot, answer this question right now","Find the cross product of the following vectors:
$\left(
\begin{array}{c}
 \frac{26}{3} \\
 -\frac{4}{3} \\
 -\frac{7}{3} \\
\end{array}
\right)$ and
$\left(
\begin{array}{c}
 \frac{16}{3} \\
 -5 \\
 \frac{29}{3} \\
\end{array}
\right)$","\(\left( \frac{37}{3}, \frac{46}{3}, -\frac{38}{3} \right)\)","$\left(
\begin{array}{c}
 -\frac{221}{9} \\
 -\frac{866}{9} \\
 -\frac{326}{9} \\
\end{array}
\right)$"
